256,255,8
512,255,8
768,255,8
1024,255,8
1280,255,8
1536,255,8
1792,255,8
2048,255,8
2304,255,8
2560,255,8
2816,255,8
3072,255,8
3328,255,8
3584,255,8
3840,255,8
4096,255,8
4352,255,8
4608,255,8
4864,255,8
5120,255,8
5376,255,8
5632,255,8
5888,255,8
6144,255,8
6400,255,8
6656,255,8
6912,255,8
7168,255,8
7424,255,8
7680,255,8
7936,255,8
8192,255,8
8448,255,8
8704,255,8
8960,255,8
9216,255,8
9472,255,8
9728,255,8
9984,255,8
10240,255,8
10496,255,8
10752,255,8
11008,255,8
11264,255,8
11520,255,8
11776,255,8
12032,255,8
12288,255,8
12544,255,8
12800,255,8
13056,255,8
13312,255,8
13568,255,8
13824,255,8
14080,255,8
14336,255,8
14592,255,8
14848,255,8
15104,255,8
15360,255,8
15616,255,8
15872,255,8
16128,255,8
16384,255,8
16640,255,8
16896,255,8
17152,255,8
17408,255,8
17664,255,8
17920,255,8
18176,255,8
18432,255,8
18688,255,8
18944,255,8
19200,255,8
19456,255,8
19712,255,8
19968,255,8
20224,255,8
20480,255,8
20736,255,8
20992,255,8
21248,255,8
21504,255,8
21760,255,8
22016,255,8
22272,255,8
22528,255,8
22784,255,8
23040,255,8
23296,255,8
23552,255,8
23808,255,8
24064,255,8
24320,255,8
24576,255,8
24832,255,8
25088,255,8
25344,255,8
25600,255,8
25856,255,8
26112,255,8
26368,255,8
26624,255,8
26880,255,8
27136,255,8
27392,255,8
27648,255,8
27904,255,8
28160,255,8
28416,255,8
28672,255,8
28928,255,8
29184,255,8
29440,255,8
29696,255,8
29952,255,8
30208,255,8
30464,255,8
30720,255,8
30976,255,8
31232,255,8
31488,255,8
31744,255,8
32000,255,8
32256,255,8
32512,255,8
32768,255,8
33024,255,8
33280,255,8
33536,255,8
33792,255,8
34048,255,8
34304,255,8
34560,255,8
34816,255,8
35072,255,8
35328,255,8
35584,255,8
35840,255,8
36096,255,8
36352,255,8
36608,255,8
36864,255,8
37120,255,8
37376,255,8
37632,255,8
37888,255,8
38144,255,8
38400,255,8
38656,255,8
38912,255,8
39168,255,8
39424,255,8
39680,255,8
39936,255,8
40192,255,8
40448,255,8
40704,255,8
40960,255,8
41216,255,8
41472,255,8
41728,255,8
41984,255,8
42240,255,8
42496,255,8
42752,255,8
43008,255,8
43264,255,8
43520,255,8
43776,255,8
44032,255,8
44288,255,8
44544,255,8
44800,255,8
45056,255,8
45312,255,8
45568,255,8
45824,255,8
46080,255,8
46336,255,8
46592,255,8
46848,255,8
47104,255,8
47360,255,8
47616,255,8
47872,255,8
48128,255,8
48384,255,8
48640,255,8
48896,255,8
49152,255,8
49408,255,8
49664,255,8
49920,255,8
50176,255,8
50432,255,8
50688,255,8
50944,255,8
51200,255,8
51456,255,8
51712,255,8
51968,255,8
52224,255,8
52480,255,8
52736,255,8
52992,255,8
53248,255,8
53504,255,8
53760,255,8
54016,255,8
54272,255,8
54528,255,8
54784,255,8
55040,255,8
55296,255,8
55552,255,8
55808,255,8
56064,255,8
56320,255,8
56576,255,8
56832,255,8
57088,255,8
57344,255,8
57600,255,8
57856,255,8
58112,255,8
58368,255,8
58624,255,8
58880,255,8
59136,255,8
59392,255,8
59648,255,8
59904,255,8
60160,255,8
60416,255,8
60672,255,8
60928,255,8
61184,255,8
61440,255,8
61696,255,8
61952,255,8
62208,255,8
62464,255,8
62720,255,8
62976,255,8
63232,255,8
63488,255,8
63744,255,8
64000,255,8
64256,255,8
64512,255,8
64768,255,8
65024,255,8
65280,255,8
65536,255,8
65792,255,8
66048,255,8
66304,255,8
66560,255,8
66816,255,8
67072,255,8
67328,255,8
67584,255,8
67840,255,8
68096,255,8
68352,255,8
68608,255,8
68864,255,8
69120,255,8
69376,255,8
69632,255,8
69888,255,8
70144,255,8
70400,255,8
70656,255,8
70912,255,8
71168,255,8
71424,255,8
71680,255,8
71936,255,8
72192,255,8
72448,255,8
72704,255,8
72960,255,8
73216,255,8
73472,255,8
73728,255,8
73984,255,8
74240,255,8
74496,255,8
74752,255,8
75008,255,8
75264,255,8
75520,255,8
75776,255,8
76032,255,8
76288,255,8
76544,255,8
76800,255,8
77056,255,8
77312,255,8
77568,255,8
77824,255,8
78080,255,8
78336,255,8
78592,255,8
78848,255,8
79104,255,8
79360,255,8
79616,255,8
79872,255,8
80128,255,8
80384,255,8
80640,255,8
80896,255,8
81152,255,8
81408,255,8
81664,255,8
81920,255,8
82176,255,8
82432,255,8
82688,255,8
82944,255,8
83200,255,8
83456,255,8
83712,255,8
83968,255,8
84224,255,8
84480,255,8
84736,255,8
84992,255,8
85248,255,8
85504,255,8
85760,255,8
86016,255,8
86272,255,8
86528,255,8
86784,255,8
87040,255,8
87296,255,8
87552,255,8
87808,255,8
88064,255,8
88320,255,8
88576,255,8
88832,255,8
89088,255,8
89344,255,8
89600,255,8
89856,255,8
90112,255,8
90368,255,8
90624,255,8
90880,255,8
91136,255,8
91392,255,8
91648,255,8
91904,255,8
92160,255,8
92416,255,8
92672,255,8
92928,255,8
93184,255,8
93440,255,8
93696,255,8
93952,255,8
94208,255,8
94464,255,8
94720,255,8
94976,255,8
95232,255,8
95488,255,8
95744,255,8
96000,255,8
96256,255,8
96512,255,8
96768,255,8
97024,255,8
97280,255,8
97536,255,8
97792,255,8
98048,255,8
98304,255,8
98560,255,8
98816,255,8
99072,255,8
99328,255,8
99584,255,8
99840,255,8
100096,255,8
100352,255,8
100608,255,8
100864,255,8
101120,255,8
101376,255,8
101632,255,8
101888,255,8
102144,255,8
102400,255,8
102656,255,8
102912,255,8
103168,255,8
103424,255,8
103680,255,8
103936,255,8
104192,255,8
104448,255,8
104704,255,8
104960,255,8
105216,255,8
105472,255,8
105728,255,8
105984,255,8
106240,255,8
106496,255,8
106752,255,8
107008,255,8
107264,255,8
107520,255,8
107776,255,8
108032,255,8
108288,255,8
108544,255,8
108800,255,8
109056,255,8
109312,255,8
109568,255,8
109824,255,8
110080,255,8
110336,255,8
110592,255,8
110848,255,8
111104,255,8
111360,255,8
111616,255,8
111872,255,8
112128,255,8
112384,255,8
112640,255,8
112896,255,8
113152,255,8
113408,255,8
113664,255,8
113920,255,8
114176,255,8
114432,255,8
114688,255,8
114944,255,8
115200,255,8
115456,255,8
115712,255,8
115968,255,8
116224,255,8
116480,255,8
116736,255,8
116992,255,8
117248,255,8
117504,255,8
117760,255,8
118016,255,8
118272,255,8
118528,255,8
118784,255,8
119040,255,8
119296,255,8
119552,255,8
119808,255,8
120064,255,8
120320,255,8
120576,255,8
120832,255,8
121088,255,8
121344,255,8
121600,255,8
121856,255,8
122112,255,8
122368,255,8
122624,255,8
122880,255,8
123136,255,8
123392,255,8
123648,255,8
123904,255,8
124160,255,8
124416,255,8
124672,255,8
124928,255,8
125184,255,8
125440,255,8
125696,255,8
125952,255,8
126208,255,8
126464,255,8
126720,255,8
126976,255,8
127232,255,8
127488,255,8
127744,255,8
128000,255,8
128256,255,8
128512,255,8
128768,255,8
129024,255,8
129280,255,8
129536,255,8
129792,255,8
130048,255,8
130304,255,8
130560,255,8
130816,255,8
131072,255,8
131328,255,8
131584,255,8
131840,255,8
132096,255,8
132352,255,8
132608,255,8
132864,255,8
133120,255,8
133376,255,8
133632,255,8
133888,255,8
134144,255,8
134400,255,8
134656,255,8
134912,255,8
135168,255,8
135424,255,8
135680,255,8
135936,255,8
136192,255,8
136448,255,8
136704,255,8
136960,255,8
137216,255,8
137472,255,8
137728,255,8
137984,255,8
138240,255,8
138496,255,8
138752,255,8
139008,255,8
139264,255,8
139520,255,8
139776,255,8
140032,255,8
140288,255,8
140544,255,8
140800,255,8
141056,255,8
141312,255,8
141568,255,8
141824,255,8
142080,255,8
142336,255,8
142592,255,8
142848,255,8
143104,255,8
143360,255,8
143616,255,8
143872,255,8
144128,255,8
144384,255,8
144640,255,8
144896,255,8
145152,255,8
145408,255,8
145664,255,8
145920,255,8
146176,255,8
146432,255,8
146688,255,8
146944,255,8
147200,255,8
147456,255,8
147712,255,8
147968,255,8
148224,255,8
148480,255,8
148736,255,8
148992,255,8
149248,255,8
149504,255,8
149760,255,8
150016,255,8
150272,255,8
150528,255,8
150784,255,8
151040,255,8
151296,255,8
151552,255,8
151808,255,8
152064,255,8
152320,255,8
152576,255,8
152832,255,8
153088,255,8
153344,255,8
153600,255,8
153856,255,8
154112,255,8
154368,255,8
154624,255,8
154880,255,8
155136,255,8
155392,255,8
155648,255,8
155904,255,8
156160,255,8
156416,255,8
156672,255,8
156928,255,8
157184,255,8
157440,255,8
157696,255,8
157952,255,8
158208,255,8
158464,255,8
158720,255,8
158976,255,8
159232,255,8
159488,255,8
159744,255,8
160000,255,8
160256,255,8
160512,255,8
160768,255,8
161024,255,8
161280,255,8
161536,255,8
161792,255,8
162048,255,8
162304,255,8
162560,255,8
162816,255,8
163072,255,8
163328,255,8
163584,255,8
163840,255,8
164096,255,8
164352,255,8
164608,255,8
164864,255,8
165120,255,8
165376,255,8
165632,255,8
165888,255,8
166144,255,8
166400,255,8
166656,255,8
166912,255,8
167168,255,8
167424,255,8
167680,255,8
167936,255,8
168192,255,8
168448,255,8
168704,255,8
168960,255,8
169216,255,8
169472,255,8
169728,255,8
169984,255,8
170240,255,8
170496,255,8
170752,255,8
171008,255,8
171264,255,8
171520,255,8
171776,255,8
172032,255,8
172288,255,8
172544,255,8
172800,255,8
173056,255,8
173312,255,8
173568,255,8
173824,255,8
174080,255,8
174336,255,8
174592,255,8
174848,255,8
175104,255,8
175360,255,8
175616,255,8
175872,255,8
176128,255,8
176384,255,8
176640,255,8
176896,255,8
177152,255,8
177408,255,8
177664,255,8
177920,255,8
178176,255,8
178432,255,8
178688,255,8
178944,255,8
179200,255,8
179456,255,8
179712,255,8
179968,255,8
180224,255,8
180480,255,8
180736,255,8
180992,255,8
181248,255,8
181504,255,8
181760,255,8
182016,255,8
182272,255,8
182528,255,8
182784,255,8
183040,255,8
183296,255,8
183552,255,8
183808,255,8
184064,255,8
184320,255,8
184576,255,8
184832,255,8
185088,255,8
185344,255,8
185600,255,8
185856,255,8
186112,255,8
186368,255,8
186624,255,8
